"sample_date","approved_site_name","latitude","longitude","location_type","disease_present","pisaster_ochraceus","pycnopodia_helianthoides","pisaster_giganteus","pisaster_brevispinus","evasterias","patiria","strongylocentrotus_purpuratus","species_no_disease_evident","species_disease_evident","name","affiliation","additional_information","add_to_map"
"2016-01-06","Sakinaw Rock ST","49.566975","-123.80509","subtidal","no","species not observed","no","species not observed","no","no","species not observed","species not observed","Crossaster papposus; Dermasterias imbricata; Henricia spp.; Orthasterias koehleri; Pteraster tesselatus; Solaster spp.; Mediaster aequalis","NONE (no additional sea stars observed showing disease symptoms);","Neil McDaniel","Neil McDaniel Photography and Cinematography","I made four dives at Sakinaw Rock, Sechelt Inlet, BC over January 5/6, 2016 and have some relatively good news to report on the SSWD front. I surveyed the reef from the shallowest peak down to about 100 feet and did not find any sea stars with obvious signs of SSWD. Nor did I find any California cucumbers with signs of disease. Water temperature was 49 degrees F. Overall, the number of sea stars is still way down compared to pre-SSWD levels of 2013. Here are comments by species: Crossasster papposus: this is still the most numerous sea star on the reef. Saw well over 100. Solastar dawsoni: found only one small (6 cm diam.) specimen. Pycnopodia helianthoides: found only two small specimens, both less than 10 cm diam., on the reef top. Evasterias troschelii: common, with some large individuals (30+ cm diam.). Several dozen seen. Orthasterias koehleri: commonÃ¢â‚¬â€several dozen seen. Pteraster tesselatus: about two dozen seen. Pisaster brevispinus: about a dozen seen. A couple of large ones 30 cm in diam. Pisaster ochraceus: none seen on reef. There are likely some in the shallows at the nearby islet. Henricia spp.: several dozenÃ¢â‚¬â€perhaps 2 or 3 different species present. Dermasterias imbricata: common with some large (30 cm diam.) individuals. Mediaster aequalis: several dozen seen. Solaster endeca: used to be present here in modest numbers but none seen. Lophaster furcilliger vexator: used to be present here in low numbers but none seen. Entered by MR.","yes"
"2016-07-11","Sakinaw Rock ST","49.566975","-123.80509","subtidal","no","species not observed","no","species not observed","no","no","species not observed","species not observed","Crossaster papposus; Dermasterias imbricata; Henricia spp.; Orthasterias koehleri; Pteraster tesselatus; Solaster spp.; Lophaster spp.; Stylasterias forreri","NONE (no additional sea stars observed showing disease symptoms);","Neil McDaniel","Neil McDaniel Photography and Cinematography","July 8 and 11 2016 Habitat submerged bedrock reef that comes to within 5 m of the surface. Minimum water temp at 20 m depth 12.4C; Current status: Pycnopodia is now a rare sight at this reef. We have found only a few specimens; the largest about 20 cm in diam. Crossaster is still abundant although in Jan. 2014 we found several with SSWD. Solaster dawsoni has not recovered although a few small 5 cm diam. specimens have been found. No Luidia were found. Solaster endeca: only one small specimen found. No Solaster stimpsoni found. A few Pteraster tesselatus; but much lower abundance than pre-SSWD. Pisaster brevispinus about a dozen found; far less than the 100+ pre SSWD. Evasterias: good numbers of fairly large 30 to 35 cm diam. specimens. Dermasterias abundance similar to preSSWD levels. Orthasterias: present but in much lower numbers than pre-SSWD. Henricia spp several species common. Lophaster a few specimens. Stylasterias one specimen. Although overall star numbers are way down compared to preSSWD days; the good news is that I did not see any fresh evidence of SSWD at this site. Entered by MR from email.","yes"
"2016-09-18","Sakinaw Rock ST","49.566975","-123.80509","subtidal","no","species not observed","no","species not observed","no","no","species not observed","species not observed","Crossaster papposus; Dermasterias imbricata; Henricia spp.; Orthasterias koehleri; Pteraster tesselatus; Mediaster aequalis; Stylasterias forreri; Lophaster furcilliger vexator","NONE (no additional sea stars observed showing disease symptoms);","Neil McDaniel","Neil McDaniel Photography and Cinematography","We found 2 moderately large Pycnopodia 45 cm diam. see Toms pic deeper on the reef but no juveniles at all. I dont know anything about Pycnopodia growth rates but it seems unlikely that they are less than 3 years old. Did they somehow survive the big SSWD event of October 2013? Any thoughts on this? I did not see any evidence of new SSWD; although the single Lophaster I found see pic had missing ray tips with one tip almost falling off. Ive seen this happen before in this species. Possible SSWD? There has been huge settlement of juvenile Evasterias with thousands of them crawling over the reef top.","yes"
"2018-05-03","Saldamondos","31.92848","-116.755483","rocky intertidal","no","no","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Nate Fletcher","MARINe (UCSC)",,"yes"
"2014-06-21","Salmon Point; Lopez Island","48.43854","-122.87564","rocky intertidal","no","no","no","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)","NONE (no additional sea stars observed showing disease symptoms)","Jill Rain",NULL,"seen from kayak; down to 1 meter","yes"
"2014-07-13","Salmon Point; Lopez Island","48.43854","-122.87564","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)","NONE (no additional sea stars observed showing disease symptoms)","Jill Rain",NULL,"Approx 20% of seastars affected","yes"
"2013-11-01","Salsipuedes","31.982444","-116.84267","subtidal","no","species not observed","species not observed","no","species not observed","species not observed","no","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)","NONE (no additional sea stars observed showing disease symptoms)","Gabriela Monta&ntilde;o","Instituto de Investigaciones Oceanologicas, Universidad Autonoma de Baja California",,"yes"
"2013-12-31","Tongue Point","48.16689","-123.70676","rocky intertidal","no","no","no","species not observed","species not observed","species not observed","species not observed","species not observed","Orthasterias koehleri; Henricia spp.; Mediaster aequalis; Solaster spp.; Leptasterias spp.","NONE (no additional sea stars observed showing disease symptoms)","Melissa Miner","MARINe (UCSC)",,"yes"
"2014-04-20","Salt Creek Park","48.161771","-123.66935","rocky intertidal","no","no","no","species not observed","species not observed","species not observed","no","species not observed","Henricia spp.; Orthasterias koehleri;","NONE (no additional sea stars observed showing disease symptoms);","Timothy Billo","University of Washington","This is the April 2014 comparison (entered retroactively) referred to in my April 2015 report.","yes"
"2015-04-19","Salt Creek Park","48.161771","-123.66935","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","Henricia spp.;","NONE (no additional sea stars observed showing disease symptoms);","Timothy Billo","University of Washington","Made observations at this site in April of 2014 as well. A that time, Pisaster ochraeus was abundant--over 30 observed. This year, same time of year, same place, only 5 observed, with one showing minor signs of wasting.. Blood stars were observed both years, but this year all blood stars were less common, and all showed signs of wasting.. Bat stars were common in 2014, but completely absent in 2015.. 1 Rainbow star was observed in 2014, but absent in 2015.","yes"
"2014-07-11","Tongue Point","48.16689","-123.70676","rocky intertidal","yes","yes","no","species not observed","species not observed","species not observed","species not observed","species not observed","Henricia spp.","Solaster spp.","Joel Elliott","University of Puget Sound",NULL,"yes"
"2014-06-01","Monarch Beach","33.484106","-117.73226","rocky intertidal","yes","species not observed","species not observed","species not observed","species not observed","species not observed","yes","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)","NONE (no additional sea stars observed showing disease symptoms)","Gerald Winkel",,,"yes"
"2014-05-03","Phillips Gulch","38.5858523","-123.34147","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","species not observed","no","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)","NONE (no additional sea stars observed showing disease symptoms)","Andrea Salmi","Cosumnes River College",,"yes"
"2014-05-19","Tongue Point","48.16689","-123.70676","rocky intertidal","no","no","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","Henricia spp.; Leptasterias spp.; Solaster spp.","NONE (no additional sea stars observed showing disease symptoms)","Greg McBride","Aptos High School",,"yes"
