"","X.1","X","longitude","latitude","begin","end","ID","season","year"
"1637",1637,1637,-119.66934,33.97762,"2002-07-10","2002-10-03","doi:10.6085/AA/VALXXX_015ADCP015R00_20020710.50.5",2,2002
"1638",1638,1638,-119.670017,33.978317,"2002-07-10","2002-10-03","doi:10.6085/AA/VALXXX_015ADCP015R00_20020710.50.2",2,2002
"1639",1639,1639,-119.670017,33.978317,"2002-07-10","2002-10-03","doi:10.6085/AA/VALXXX_015ADCP015R00_20020710.50.1",2,2002
"1640",1640,1640,-119.66934,33.97762,"2002-10-18","2003-01-03","doi:10.6085/AA/VALXXX_015ADCP015R00_20021018.50.6",3,2002
"1641",1641,1641,-119.66934,33.97762,"2002-10-18","2003-01-03","doi:10.6085/AA/VALXXX_015ADCP015R00_20021018.50.7",3,2002
"1642",1642,1642,-119.66934,33.97762,"2002-10-18","2003-01-03","doi:10.6085/AA/VALXXX_015ADCP015R00_20021018.50.5",3,2002
"1643",1643,1643,-119.670017,33.978317,"2002-10-18","2003-01-03","doi:10.6085/AA/VALXXX_015ADCP015R00_20021018.50.3",3,2002
"1644",1644,1644,-119.670017,33.978317,"2002-10-18","2003-01-03","doi:10.6085/AA/VALXXX_015ADCP015R00_20021018.50.2",3,2002
"1645",1645,1645,-119.66934,33.97762,"2002-10-18","2003-01-03","doi:10.6085/AA/VALXXX_015ADCP015R00_20021018.50.4",3,2002
"1646",1646,1646,-119.670017,33.978317,"2002-10-18","2003-01-03","doi:10.6085/AA/VALXXX_015ADCP015R00_20021018.50.1",3,2002
"1647",1647,1647,-119.66934,33.97762,"2003-01-28","2003-04-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20030128.50.6",1,2003
"1648",1648,1648,-119.66934,33.97762,"2003-01-28","2003-04-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20030128.50.7",1,2003
"1649",1649,1649,-119.66934,33.97762,"2003-01-28","2003-04-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20030128.50.5",1,2003
"1650",1650,1650,-119.670017,33.978317,"2003-01-28","2003-04-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20030128.50.3",1,2003
"1651",1651,1651,-119.670017,33.978317,"2003-01-28","2003-04-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20030128.50.2",1,2003
"1652",1652,1652,-119.66934,33.97762,"2003-01-28","2003-04-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20030128.50.4",1,2003
"1653",1653,1653,-119.670017,33.978317,"2003-01-28","2003-04-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20030128.50.1",1,2003
"1654",1654,1654,-119.66934,33.97762,"2003-05-13","2003-07-22","doi:10.6085/AA/VALXXX_015ADCP015R00_20030513.50.6",2,2003
"1655",1655,1655,-119.66934,33.97762,"2003-05-13","2003-07-22","doi:10.6085/AA/VALXXX_015ADCP015R00_20030513.50.4",2,2003
"1656",1656,1656,-119.66934,33.97762,"2003-05-13","2003-07-22","doi:10.6085/AA/VALXXX_015ADCP015R00_20030513.50.7",2,2003
"1657",1657,1657,-119.66934,33.97762,"2003-05-13","2003-07-22","doi:10.6085/AA/VALXXX_015ADCP015R00_20030513.50.5",2,2003
"1658",1658,1658,-119.670017,33.978317,"2003-05-13","2003-07-22","doi:10.6085/AA/VALXXX_015ADCP015R00_20030513.50.3",2,2003
"1659",1659,1659,-119.670017,33.978317,"2003-05-13","2003-07-22","doi:10.6085/AA/VALXXX_015ADCP015R00_20030513.50.2",2,2003
"1660",1660,1660,-119.670017,33.978317,"2003-05-13","2003-07-22","doi:10.6085/AA/VALXXX_015ADCP015R00_20030513.50.1",2,2003
"1661",1661,1661,-119.66934,33.97762,"2003-08-07","2003-11-01","doi:10.6085/AA/VALXXX_015ADCP015R00_20030807.50.6",3,2003
"1662",1662,1662,-119.670017,33.978317,"2003-08-07","2003-11-01","doi:10.6085/AA/VALXXX_015ADCP015R00_20030807.50.3",3,2003
"1663",1663,1663,-119.670017,33.978317,"2003-08-07","2003-11-01","doi:10.6085/AA/VALXXX_015ADCP015R00_20030807.50.2",3,2003
"1664",1664,1664,-119.66934,33.97762,"2003-08-07","2003-11-01","doi:10.6085/AA/VALXXX_015ADCP015R00_20030807.50.4",3,2003
"1665",1665,1665,-119.66934,33.97762,"2003-08-07","2003-11-01","doi:10.6085/AA/VALXXX_015ADCP015R00_20030807.50.5",3,2003
"1666",1666,1666,-119.670017,33.978317,"2003-08-07","2003-11-01","doi:10.6085/AA/VALXXX_015ADCP015R00_20030807.50.1",3,2003
"1667",1667,1667,-119.670017,33.978317,"2003-12-02","2004-02-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20031202.50.1",3,2004
"1668",1668,1668,-120.12842,33.89511,"2007-05-07","2007-08-02","doi:10.6085/AA/SRSXXX_015ADCP015R00_20070507.50.6",2,2007
"1669",1669,1669,-120.12842,33.89511,"2007-05-07","2007-08-02","doi:10.6085/AA/SRSXXX_015ADCP015R00_20070507.50.4",2,2007
"1670",1670,1670,-120.12842,33.89511,"2007-05-07","2007-08-02","doi:10.6085/AA/SRSXXX_015ADCP015R00_20070507.50.3",2,2007
"1671",1671,1671,-120.12842,33.89511,"2007-05-07","2007-08-02","doi:10.6085/AA/SRSXXX_015ADCP015R00_20070507.50.5",2,2007
"1672",1672,1672,-120.12842,33.89511,"2007-05-07","2007-08-02","doi:10.6085/AA/SRSXXX_015ADCP015R00_20070507.50.2",2,2007
"1673",1673,1673,-120.127833,33.895817,"2007-05-07","2007-08-02","doi:10.6085/AA/SRSXXX_015ADCP015R00_20070507.50.1",2,2007
"1674",1674,1674,-119.66934,33.97762,"2004-12-20","2005-02-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20041220.50.12",3,2005
"1675",1675,1675,-119.66934,33.97762,"2004-12-20","2005-02-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20041220.50.10",3,2005
"1676",1676,1676,-119.66934,33.97762,"2004-12-20","2005-02-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20041220.50.11",3,2005
"1677",1677,1677,-119.66934,33.97762,"2004-12-20","2005-02-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20041220.50.9",3,2005
"1678",1678,1678,-119.66934,33.97762,"2004-12-20","2005-02-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20041220.50.8",3,2005
"1679",1679,1679,-119.66934,33.97762,"2004-12-20","2005-02-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20041220.50.7",3,2005
"1680",1680,1680,-119.670017,33.978317,"2004-12-20","2005-02-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20041220.50.3",3,2005
"1681",1681,1681,-119.670017,33.978317,"2004-12-20","2005-02-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20041220.50.2",3,2005
"1682",1682,1682,-119.66934,33.97762,"2004-12-20","2005-02-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20041220.50.6",3,2005
"1683",1683,1683,-119.66934,33.97762,"2004-12-20","2005-02-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20041220.50.4",3,2005
"1684",1684,1684,-119.66934,33.97762,"2004-12-20","2005-02-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20041220.50.5",3,2005
"1685",1685,1685,-119.66934,33.97762,"2005-02-24","2005-05-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20050224.50.10",1,2005
"1686",1686,1686,-119.66934,33.97762,"2005-02-24","2005-05-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20050224.50.11",1,2005
"1687",1687,1687,-119.66934,33.97762,"2005-02-24","2005-05-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20050224.50.9",1,2005
"1688",1688,1688,-119.66934,33.97762,"2005-06-02","2005-08-26","doi:10.6085/AA/VALXXX_015ADCP015R00_20050602.50.10",2,2005
"1689",1689,1689,-119.66934,33.97762,"2005-06-02","2005-08-26","doi:10.6085/AA/VALXXX_015ADCP015R00_20050602.50.11",2,2005
"1690",1690,1690,-119.670017,33.978317,"2005-02-24","2005-05-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20050224.50.3",1,2005
"1691",1691,1691,-119.670017,33.978317,"2005-02-24","2005-05-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20050224.50.2",1,2005
"1692",1692,1692,-119.66934,33.97762,"2005-02-24","2005-05-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20050224.50.6",1,2005
"1693",1693,1693,-119.66934,33.97762,"2005-02-24","2005-05-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20050224.50.8",1,2005
"1694",1694,1694,-119.66934,33.97762,"2005-02-24","2005-05-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20050224.50.4",1,2005
"1695",1695,1695,-119.66934,33.97762,"2005-02-24","2005-05-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20050224.50.7",1,2005
"1696",1696,1696,-119.66934,33.97762,"2005-02-24","2005-05-24","doi:10.6085/AA/VALXXX_015ADCP015R00_20050224.50.5",1,2005
"1697",1697,1697,-122.08045,36.943421,"2007-01-09","2007-04-05","doi:10.6085/AA/TPT001_018ADCP018R00_20070109.50.5",3,2007
"1698",1698,1698,-122.0799,36.9442,"2007-01-09","2007-04-05","doi:10.6085/AA/TPT001_018ADCP018R00_20070109.50.1",3,2007
"1699",1699,1699,-122.08045,36.943421,"2007-01-09","2007-04-05","doi:10.6085/AA/TPT001_018ADCP018R00_20070109.50.2",3,2007
"1700",1700,1700,-122.08045,36.943421,"2007-01-09","2007-04-05","doi:10.6085/AA/TPT001_018ADCP018R00_20070109.50.3",3,2007
"1701",1701,1701,-122.08045,36.943421,"2007-01-09","2007-04-05","doi:10.6085/AA/TPT001_018ADCP018R00_20070109.50.4",3,2007
"1702",1702,1702,-122.0799,36.9442,"2007-04-05","2007-06-28","doi:10.6085/AA/TPT001_018ADCP018R00_20070405.50.1",1,2007
"1703",1703,1703,-122.08045,36.943421,"2007-04-05","2007-06-28","doi:10.6085/AA/TPT001_018ADCP018R00_20070405.50.4",1,2007
"1704",1704,1704,-122.08045,36.943421,"2007-04-05","2007-06-28","doi:10.6085/AA/TPT001_018ADCP018R00_20070405.50.3",1,2007
"1705",1705,1705,-122.08045,36.943421,"2007-04-05","2007-06-28","doi:10.6085/AA/TPT001_018ADCP018R00_20070405.50.2",1,2007
"1706",1706,1706,-119.69602,34.0313,"2002-10-17","2003-01-04","doi:10.6085/AA/PELXXX_015ADCP015R00_20021017.50.5",3,2002
"1707",1707,1707,-119.84111,34.06683,"2005-06-14","2005-08-31","doi:10.6085/AA/PROXXX_015ADCP015R00_20050614.50.2",2,2005
"1708",1708,1708,-124.1006,44.5016,"2003-05-19","2003-07-11","doi:10.6085/AA/SR15CX_015ADCP014R00_20030519.50.1",2,2003
"1709",1709,1709,-119.69602,34.0313,"2002-07-09","2002-10-03","doi:10.6085/AA/PELXXX_015ADCP015R00_20020709.50.7",2,2002
"1710",1710,1710,-119.85566,33.96617,"2005-06-14","2005-08-31","doi:10.6085/AA/MORXXX_015ADCP015R00_20050614.50.2",2,2005
"1711",1711,1711,-122.08045,36.943421,"2006-01-11","2006-04-14","doi:10.6085/AA/TPT001_018ADCP018R00_20060111.50.4",3,2006
"1712",1712,1712,-119.69602,34.0313,"2005-08-31","2005-11-14","doi:10.6085/AA/PELXXX_015ADCP015R00_20050831.50.7",3,2005
"1713",1713,1713,-124.126332,44.2536,"2005-08-11","2005-09-06","doi:10.6085/AA/SH15CX_015ADCP014R00_20050811.50.2",2,2005
"1714",1714,1714,-121.898647,36.62185,"2003-10-24","2004-01-21","doi:10.6085/AA/HMS001_020ADCP019R00_20031024.50.4",3,2003
"1715",1715,1715,-119.55941,34.05559,"2006-08-02","2006-10-31","doi:10.6085/AA/SCPXXX_015ADCP015R00_20060802.50.2",3,2006
"1716",1716,1716,-120.6276,34.72602,"2000-12-05","2001-02-05","doi:10.6085/AA/PURXXX_015ADCP015R00_20001205.50.3",3,2001
"1717",1717,1717,-119.93203,34.42403,"1999-08-17","1999-09-06","doi:10.6085/AA/ELLXXX_015ADCP015R00_19990817.50.4",2,1999
"1718",1718,1718,-122.08045,36.943421,"2005-01-12","2005-04-03","doi:10.6085/AA/TPT001_018ADCP018R00_20050110.50.4",3,2005
"1719",1719,1719,-121.9448,36.558,"2001-01-17","2001-03-08","doi:10.6085/AA/SWC001_022ADCP021R00_20010117.50.4",3,2001
"1720",1720,1720,-121.9448,36.558,"2000-09-21","2000-11-21","doi:10.6085/AA/SWC001_022ADCP021R00_20000918.50.2",3,2000
"1721",1721,1721,-120.28998,34.46085,"1999-09-06","1999-11-08","doi:10.6085/AA/ALEXXX_015ADCP015R00_19990906.50.2",3,1999
"1722",1722,1722,-120.28998,34.46085,"1999-09-06","1999-11-08","doi:10.6085/AA/ALEXXX_015ADCP015R00_19990906.50.4",3,1999
"1723",1723,1723,-120.28998,34.46085,"1999-09-06","1999-11-08","doi:10.6085/AA/ALEXXX_015ADCP015R00_19990906.50.3",3,1999
"1724",1724,1724,-120.28998,34.46085,"1999-08-17","1999-09-06","doi:10.6085/AA/ALEXXX_015ADCP015R00_19990817.50.4",2,1999
"1725",1725,1725,-120.290033,34.46175,"1999-08-17","1999-09-06","doi:10.6085/AA/ALEXXX_015ADCP015R00_19990817.50.1",2,1999
"1726",1726,1726,-120.28998,34.46085,"1999-08-17","1999-09-06","doi:10.6085/AA/ALEXXX_015ADCP015R00_19990817.50.2",2,1999
"1727",1727,1727,-120.28998,34.46085,"1999-08-17","1999-09-06","doi:10.6085/AA/ALEXXX_015ADCP015R00_19990817.50.3",2,1999
"1728",1728,1728,-120.290033,34.46175,"1999-09-06","1999-11-08","doi:10.6085/AA/ALEXXX_015ADCP015R00_19990906.50.1",3,1999
"1729",1729,1729,-120.28998,34.46085,"1999-11-08","1900-01-06","doi:10.6085/AA/ALEXXX_015ADCP015R00_19991108.50.5",3,1949
"1730",1730,1730,-120.28998,34.46085,"1999-11-08","1900-01-06","doi:10.6085/AA/ALEXXX_015ADCP015R00_19991108.50.2",3,1949
"1731",1731,1731,-120.28998,34.46085,"1999-11-08","1900-01-06","doi:10.6085/AA/ALEXXX_015ADCP015R00_19991108.50.4",3,1949
"1732",1732,1732,-120.28998,34.46085,"1999-11-08","1900-01-06","doi:10.6085/AA/ALEXXX_015ADCP015R00_19991108.50.3",3,1949
"1733",1733,1733,-120.290033,34.46175,"1999-11-08","1900-01-06","doi:10.6085/AA/ALEXXX_015ADCP015R00_19991108.50.1",3,1949
"1734",1734,1734,-120.28998,34.46085,"2000-03-02","2000-05-23","doi:10.6085/AA/ALEXXX_015ADCP015R00_20000302.50.4",1,2000
"1735",1735,1735,-120.28998,34.46085,"2000-03-02","2000-05-23","doi:10.6085/AA/ALEXXX_015ADCP015R00_20000302.50.3",1,2000
"1736",1736,1736,-120.28998,34.46085,"2000-01-06","2000-03-02","doi:10.6085/AA/ALEXXX_015ADCP015R00_20000106.50.5",3,2000
"1737",1737,1737,-120.28998,34.46085,"2000-01-06","2000-03-02","doi:10.6085/AA/ALEXXX_015ADCP015R00_20000106.50.4",3,2000
"1738",1738,1738,-120.28998,34.46085,"2000-01-06","2000-03-02","doi:10.6085/AA/ALEXXX_015ADCP015R00_20000106.50.3",3,2000
"1739",1739,1739,-120.290033,34.46175,"2000-01-06","2000-03-02","doi:10.6085/AA/ALEXXX_015ADCP015R00_20000106.50.1",3,2000
"1740",1740,1740,-120.28998,34.46085,"2000-01-06","2000-03-02","doi:10.6085/AA/ALEXXX_015ADCP015R00_20000106.50.2",3,2000
"1741",1741,1741,-120.290033,34.46175,"2000-03-02","2000-05-23","doi:10.6085/AA/ALEXXX_015ADCP015R00_20000302.50.1",1,2000
"1742",1742,1742,-120.28998,34.46085,"2000-03-02","2000-05-23","doi:10.6085/AA/ALEXXX_015ADCP015R00_20000302.50.2",1,2000
"1743",1743,1743,-120.28998,34.46085,"2000-12-05","2001-02-05","doi:10.6085/AA/ALEXXX_015ADCP015R00_20001205.50.2",3,2001
"1744",1744,1744,-120.28998,34.46085,"2000-12-05","2001-02-05","doi:10.6085/AA/ALEXXX_015ADCP015R00_20001205.50.4",3,2001
"1745",1745,1745,-120.28998,34.46085,"2000-12-05","2001-02-05","doi:10.6085/AA/ALEXXX_015ADCP015R00_20001205.50.3",3,2001
"1746",1746,1746,-120.290033,34.46175,"2000-08-15","2000-11-09","doi:10.6085/AA/ALEXXX_015ADCP015R00_20000815.50.1",3,2000
"1747",1747,1747,-120.28998,34.46085,"2000-08-15","2000-11-09","doi:10.6085/AA/ALEXXX_015ADCP015R00_20000815.50.5",3,2000
"1748",1748,1748,-120.28998,34.46085,"2000-08-15","2000-11-09","doi:10.6085/AA/ALEXXX_015ADCP015R00_20000815.50.2",3,2000
"1749",1749,1749,-120.28998,34.46085,"2000-08-15","2000-11-09","doi:10.6085/AA/ALEXXX_015ADCP015R00_20000815.50.4",3,2000
"1750",1750,1750,-120.28998,34.46085,"2000-08-15","2000-11-09","doi:10.6085/AA/ALEXXX_015ADCP015R00_20000815.50.3",3,2000
"1751",1751,1751,-120.290033,34.46175,"2000-05-23","2000-08-15","doi:10.6085/AA/ALEXXX_015ADCP015R00_20000523.50.1",2,2000
"1752",1752,1752,-120.28998,34.46085,"2000-05-23","2000-08-15","doi:10.6085/AA/ALEXXX_015ADCP015R00_20000523.50.2",2,2000
"1753",1753,1753,-120.28998,34.46085,"2000-05-23","2000-08-15","doi:10.6085/AA/ALEXXX_015ADCP015R00_20000523.50.4",2,2000
"1754",1754,1754,-120.28998,34.46085,"2000-05-23","2000-08-15","doi:10.6085/AA/ALEXXX_015ADCP015R00_20000523.50.3",2,2000
"1755",1755,1755,-120.290033,34.46175,"2000-12-05","2001-02-05","doi:10.6085/AA/ALEXXX_015ADCP015R00_20001205.50.1",3,2001
"1756",1756,1756,-120.290033,34.46175,"2001-02-15","2001-04-11","doi:10.6085/AA/ALEXXX_015ADCP015R00_20010215.50.1",1,2001
"1757",1757,1757,-120.28998,34.46085,"2001-02-15","2001-04-11","doi:10.6085/AA/ALEXXX_015ADCP015R00_20010215.50.2",1,2001
"1758",1758,1758,-120.28998,34.46085,"2001-02-15","2001-04-11","doi:10.6085/AA/ALEXXX_015ADCP015R00_20010215.50.4",1,2001
"1759",1759,1759,-120.28998,34.46085,"2001-02-15","2001-04-11","doi:10.6085/AA/ALEXXX_015ADCP015R00_20010215.50.3",1,2001
"1760",1760,1760,-120.28998,34.46085,"2001-08-02","2001-10-27","doi:10.6085/AA/ALEXXX_015ADCP015R00_20010802.50.2",3,2001
"1761",1761,1761,-120.28998,34.46085,"2001-08-02","2001-10-27","doi:10.6085/AA/ALEXXX_015ADCP015R00_20010802.50.4",3,2001
"1762",1762,1762,-120.28998,34.46085,"2001-08-02","2001-10-27","doi:10.6085/AA/ALEXXX_015ADCP015R00_20010802.50.3",3,2001
"1763",1763,1763,-120.28998,34.46085,"2001-04-18","2001-07-14","doi:10.6085/AA/ALEXXX_015ADCP015R00_20010418.50.5",1,2001
"1764",1764,1764,-120.28998,34.46085,"2001-04-18","2001-07-14","doi:10.6085/AA/ALEXXX_015ADCP015R00_20010418.50.4",1,2001
"1765",1765,1765,-120.28998,34.46085,"2001-04-18","2001-07-14","doi:10.6085/AA/ALEXXX_015ADCP015R00_20010418.50.3",1,2001
"1766",1766,1766,-120.290033,34.46175,"2001-08-02","2001-10-27","doi:10.6085/AA/ALEXXX_015ADCP015R00_20010802.50.1",3,2001
"1767",1767,1767,-120.290033,34.46175,"2001-04-18","2001-07-14","doi:10.6085/AA/ALEXXX_015ADCP015R00_20010418.50.1",1,2001
"1768",1768,1768,-120.28998,34.46085,"2001-04-18","2001-07-14","doi:10.6085/AA/ALEXXX_015ADCP015R00_20010418.50.2",1,2001
"1769",1769,1769,-120.28998,34.46085,"2003-09-10","2003-11-06","doi:10.6085/AA/ALEXXX_015ADCP015R00_20030910.50.4",3,2003
"1770",1770,1770,-120.28998,34.46085,"2003-09-10","2003-11-06","doi:10.6085/AA/ALEXXX_015ADCP015R00_20030910.50.3",3,2003
"1771",1771,1771,-120.290033,34.46175,"2003-09-10","2003-11-06","doi:10.6085/AA/ALEXXX_015ADCP015R00_20030910.50.1",3,2003
"1772",1772,1772,-120.28998,34.46085,"2003-09-10","2003-11-06","doi:10.6085/AA/ALEXXX_015ADCP015R00_20030910.50.2",3,2003
"1773",1773,1773,-120.290033,34.46175,"2003-11-12","2004-02-06","doi:10.6085/AA/ALEXXX_015ADCP015R00_20031112.50.1",3,2003
"1774",1774,1774,-120.28998,34.46085,"2003-11-12","2004-02-06","doi:10.6085/AA/ALEXXX_015ADCP015R00_20031112.50.2",3,2003
"1775",1775,1775,-120.28998,34.46085,"2003-11-12","2004-02-06","doi:10.6085/AA/ALEXXX_015ADCP015R00_20031112.50.4",3,2003
"1776",1776,1776,-120.28998,34.46085,"2003-11-12","2004-02-06","doi:10.6085/AA/ALEXXX_015ADCP015R00_20031112.50.3",3,2003
"1777",1777,1777,-120.28998,34.46085,"2004-02-12","2004-05-05","doi:10.6085/AA/ALEXXX_015ADCP015R00_20040212.50.5",1,2004
"1778",1778,1778,-120.28998,34.46085,"2004-02-12","2004-05-05","doi:10.6085/AA/ALEXXX_015ADCP015R00_20040212.50.4",1,2004
"1779",1779,1779,-120.290033,34.46175,"2004-02-12","2004-05-05","doi:10.6085/AA/ALEXXX_015ADCP015R00_20040212.50.1",1,2004
"1780",1780,1780,-120.28998,34.46085,"2004-02-12","2004-05-05","doi:10.6085/AA/ALEXXX_015ADCP015R00_20040212.50.2",1,2004
"1781",1781,1781,-120.28998,34.46085,"2004-02-12","2004-05-05","doi:10.6085/AA/ALEXXX_015ADCP015R00_20040212.50.3",1,2004
"1782",1782,1782,-120.28998,34.46085,"2004-05-26","2004-07-27","doi:10.6085/AA/ALEXXX_015ADCP015R00_20040526.50.5",2,2004
"1783",1783,1783,-120.28998,34.46085,"2004-05-26","2004-07-27","doi:10.6085/AA/ALEXXX_015ADCP015R00_20040526.50.4",2,2004
"1784",1784,1784,-120.290033,34.46175,"2004-05-26","2004-07-27","doi:10.6085/AA/ALEXXX_015ADCP015R00_20040526.50.1",2,2004
"1785",1785,1785,-120.28998,34.46085,"2004-05-26","2004-07-27","doi:10.6085/AA/ALEXXX_015ADCP015R00_20040526.50.2",2,2004
"1786",1786,1786,-120.28998,34.46085,"2004-05-26","2004-07-27","doi:10.6085/AA/ALEXXX_015ADCP015R00_20040526.50.3",2,2004
"1787",1787,1787,-120.290033,34.46175,"2004-11-04","2005-01-13","doi:10.6085/AA/ALEXXX_015ADCP015R00_20041104.50.1",3,2004
"1788",1788,1788,-120.28998,34.46085,"2004-11-04","2005-01-13","doi:10.6085/AA/ALEXXX_015ADCP015R00_20041104.50.5",3,2004
"1789",1789,1789,-120.28998,34.46085,"2004-11-04","2005-01-13","doi:10.6085/AA/ALEXXX_015ADCP015R00_20041104.50.2",3,2004
"1790",1790,1790,-120.28998,34.46085,"2004-11-04","2005-01-13","doi:10.6085/AA/ALEXXX_015ADCP015R00_20041104.50.4",3,2004
"1791",1791,1791,-120.28998,34.46085,"2004-11-04","2005-01-13","doi:10.6085/AA/ALEXXX_015ADCP015R00_20041104.50.3",3,2004
"1792",1792,1792,-120.290033,34.46175,"2004-08-19","2004-11-04","doi:10.6085/AA/ALEXXX_015ADCP015R00_20040818.50.1",3,2004
"1793",1793,1793,-120.28998,34.46085,"2004-08-19","2004-11-04","doi:10.6085/AA/ALEXXX_015ADCP015R00_20040818.50.2",3,2004
"1794",1794,1794,-120.28998,34.46085,"2004-08-19","2004-11-04","doi:10.6085/AA/ALEXXX_015ADCP015R00_20040818.50.4",3,2004
"1795",1795,1795,-120.28998,34.46085,"2004-08-19","2004-11-04","doi:10.6085/AA/ALEXXX_015ADCP015R00_20040818.50.3",3,2004
"1796",1796,1796,-120.28998,34.46085,"2005-09-06","2005-12-01","doi:10.6085/AA/ALEXXX_015ADCP015R00_20050906.50.4",3,2005
"1797",1797,1797,-120.28998,34.46085,"2005-09-06","2005-12-01","doi:10.6085/AA/ALEXXX_015ADCP015R00_20050906.50.3",3,2005
"1798",1798,1798,-120.28998,34.46085,"2005-06-14","2005-09-06","doi:10.6085/AA/ALEXXX_015ADCP015R00_20050614.50.5",2,2005
"1799",1799,1799,-120.290033,34.46175,"2005-01-15","2005-04-12","doi:10.6085/AA/ALEXXX_015ADCP015R00_20050115.50.1",3,2005
"1800",1800,1800,-120.28998,34.46085,"2005-01-15","2005-04-12","doi:10.6085/AA/ALEXXX_015ADCP015R00_20050115.50.2",3,2005
"1801",1801,1801,-120.28998,34.46085,"2005-01-15","2005-04-12","doi:10.6085/AA/ALEXXX_015ADCP015R00_20050115.50.4",3,2005
"1802",1802,1802,-120.28998,34.46085,"2005-01-15","2005-04-12","doi:10.6085/AA/ALEXXX_015ADCP015R00_20050115.50.3",3,2005
"1803",1803,1803,-120.290033,34.46175,"2005-09-06","2005-12-01","doi:10.6085/AA/ALEXXX_015ADCP015R00_20050906.50.1",3,2005
"1804",1804,1804,-120.290033,34.46175,"2005-04-15","2005-05-31","doi:10.6085/AA/ALEXXX_015ADCP015R00_20050415.50.1",1,2005
"1805",1805,1805,-120.28998,34.46085,"2005-09-06","2005-12-01","doi:10.6085/AA/ALEXXX_015ADCP015R00_20050906.50.2",3,2005
"1806",1806,1806,-120.28998,34.46085,"2005-04-15","2005-05-31","doi:10.6085/AA/ALEXXX_015ADCP015R00_20050415.50.2",1,2005
"1807",1807,1807,-120.28998,34.46085,"2005-04-15","2005-05-31","doi:10.6085/AA/ALEXXX_015ADCP015R00_20050415.50.4",1,2005
"1808",1808,1808,-120.28998,34.46085,"2005-04-15","2005-05-31","doi:10.6085/AA/ALEXXX_015ADCP015R00_20050415.50.3",1,2005
"1809",1809,1809,-120.290033,34.46175,"2005-06-14","2005-09-06","doi:10.6085/AA/ALEXXX_015ADCP015R00_20050614.50.1",2,2005
"1810",1810,1810,-120.28998,34.46085,"2005-12-02","2006-02-24","doi:10.6085/AA/ALEXXX_015ADCP015R00_20051202.50.5",3,2006
"1811",1811,1811,-120.28998,34.46085,"2005-06-14","2005-09-06","doi:10.6085/AA/ALEXXX_015ADCP015R00_20050614.50.2",2,2005
"1812",1812,1812,-120.28998,34.46085,"2005-12-02","2006-02-24","doi:10.6085/AA/ALEXXX_015ADCP015R00_20051202.50.2",3,2006
"1813",1813,1813,-120.28998,34.46085,"2005-06-14","2005-09-06","doi:10.6085/AA/ALEXXX_015ADCP015R00_20050614.50.4",2,2005
"1814",1814,1814,-120.28998,34.46085,"2005-12-02","2006-02-24","doi:10.6085/AA/ALEXXX_015ADCP015R00_20051202.50.4",3,2006
"1815",1815,1815,-120.28998,34.46085,"2005-06-14","2005-09-06","doi:10.6085/AA/ALEXXX_015ADCP015R00_20050614.50.3",2,2005
"1816",1816,1816,-120.28998,34.46085,"2005-12-02","2006-02-24","doi:10.6085/AA/ALEXXX_015ADCP015R00_20051202.50.3",3,2006
"1817",1817,1817,-120.290033,34.46175,"2005-12-02","2006-02-24","doi:10.6085/AA/ALEXXX_015ADCP015R00_20051202.50.1",3,2006
"1818",1818,1818,-120.290033,34.46175,"2002-01-18","2002-04-02","doi:10.6085/AA/ALEXXX_015ADCP015R00_20020118.50.1",3,2002
"1819",1819,1819,-120.28998,34.46085,"2002-04-23","2002-07-18","doi:10.6085/AA/ALEXXX_015ADCP015R00_20020423.50.5",2,2002
"1820",1820,1820,-120.28998,34.46085,"2002-01-18","2002-04-02","doi:10.6085/AA/ALEXXX_015ADCP015R00_20020118.50.2",3,2002
